     Index              y_true              y_pred        descriptor_1        descriptor_2
       139    0.1158000000E+01    0.9545677349E+00    0.4058961826E+03    0.0000000000E+00
       140    0.1124000000E+01    0.9812001797E+00    0.4089147559E+03    0.0000000000E+00
       141    0.8760000000E+00    0.1003188197E+01    0.4114069207E+03    0.0000000000E+00
       142    0.8470000000E+00    0.8907155141E+00    0.3986590472E+03    0.0000000000E+00
       143    0.1032000000E+01    0.9536931523E+00    0.4057970557E+03    0.0000000000E+00
       144    0.8090000000E+00    0.8772749638E+00    0.3970980996E+03    0.3125000000E-01
       145    0.8190000000E+00    0.8933746910E+00    0.3989604435E+03    0.0000000000E+00
       146    0.1211000000E+01    0.9625095673E+00    0.4067963254E+03    0.0000000000E+00
       147    0.1051000000E+01    0.9692908110E+00    0.4075649248E+03    0.0000000000E+00
       148    0.8653000000E+00    0.9692698514E+00    0.4075625492E+03    0.0000000000E+00
       149    0.7200000000E+00    0.9545012344E+00    0.4058886453E+03    0.0000000000E+00
       150    0.8203000000E+00    0.9061045660E+00    0.4004032724E+03    0.0000000000E+00
       151    0.9279000000E+00    0.9467758822E+00    0.4050130388E+03    0.0000000000E+00
       152    0.1096000000E+01    0.8302530134E+00    0.3918061093E+03    0.0000000000E+00
       153    0.1304900000E+01    0.1006327060E+01    0.4117626856E+03    0.0000000000E+00
       154    0.1177000000E+01    0.9960260447E+00    0.4105951484E+03    0.0000000000E+00
       155    0.1024000000E+01    0.9975005376E+00    0.4107622703E+03    0.0000000000E+00
       156    0.1025000000E+01    0.1003314977E+01    0.4114212902E+03    0.0000000000E+00
       157    0.8997000000E+00    0.9849767601E+00    0.4093428009E+03    0.0000000000E+00
       158    0.8885000000E+00    0.9850943626E+00    0.4093561302E+03    0.0000000000E+00
       159    0.9902400000E+00    0.9820093416E+00    0.4090064679E+03    0.0000000000E+00
       160    0.1036000000E+01    0.9202743836E+00    0.4020093072E+03    0.0000000000E+00
       161    0.7410000000E+00    0.9217573111E+00    0.4021773851E+03    0.0000000000E+00
       162    0.1000000000E+01    0.1006455457E+01    0.4117772383E+03    0.0000000000E+00
       163    0.9870000000E+00    0.9905348071E+00    0.4099727608E+03    0.0000000000E+00
       164    0.1340000000E+01    0.9913079629E+00    0.4100228224E+03    0.3125000000E-01
       165    0.9890000000E+00    0.9915635947E+00    0.4100893656E+03    0.0000000000E+00
       166    0.1226000000E+01    0.9912399767E+00    0.4100526861E+03    0.0000000000E+00
       167    0.1018000000E+01    0.1000819031E+01    0.4111383948E+03    0.0000000000E+00
       168    0.9740000000E+00    0.9935111004E+00    0.4103100997E+03    0.0000000000E+00
       169    0.8860000000E+00    0.1004033198E+01    0.4115026948E+03    0.0000000000E+00
       170    0.7750000000E+00    0.9844659007E+00    0.4092848991E+03    0.0000000000E+00
       171    0.1016000000E+01    0.9820722072E+00    0.4090135932E+03    0.0000000000E+00
       172    0.9740000000E+00    0.9877890400E+00    0.4096615502E+03    0.0000000000E+00
       173    0.7600000000E+00    0.9898757034E+00    0.4098980567E+03    0.0000000000E+00
       174    0.8680000000E+00    0.9821895362E+00    0.4090268915E+03    0.0000000000E+00
       175    0.1392000000E+01    0.9424355617E+00    0.4045210984E+03    0.0000000000E+00
       176    0.1030000000E+01    0.8713918493E+00    0.3964688653E+03    0.0000000000E+00
       177    0.6870000000E+00    0.7209049169E+00    0.3794123825E+03    0.0000000000E+00
       178    0.8730000000E+00    0.8007080483E+00    0.3886077028E+03   -0.1250000000E+00
       179    0.9870000000E+00    0.8065434255E+00    0.3891188183E+03    0.0000000000E+00
       180    0.9070000000E+00    0.8065434255E+00    0.3891188183E+03    0.0000000000E+00
       181    0.5950000000E+00    0.7209049169E+00    0.3794123825E+03    0.0000000000E+00
       182    0.6416000000E+00    0.7179425936E+00    0.3787760719E+03    0.2500000000E+00
       183    0.6606000000E+00    0.7142126562E+00    0.3786538686E+03    0.0000000000E+00
       184    0.8229900000E+00    0.8094168143E+00    0.3894444938E+03    0.0000000000E+00
       185    0.8229950000E+00    0.9200564670E+00    0.4019846081E+03    0.0000000000E+00
       186    0.2426950000E+00    0.7228322112E+00    0.3796308258E+03    0.0000000000E+00
       187    0.4890000000E+00    0.7129003857E+00    0.3788056884E+03   -0.2500000000E+00
       188    0.8040000000E+00    0.7108867748E+00    0.3785774618E+03   -0.2500000000E+00
       189    0.6810000000E+00    0.7952251667E+00    0.3879862623E+03   -0.1250000000E+00
       190    0.1387200000E+01    0.7215729140E+00    0.3794880946E+03    0.0000000000E+00
       191    0.5885600000E+00    0.6097014941E+00    0.3668083694E+03    0.0000000000E+00
       192    0.6840000000E+00    0.7142616151E+00    0.3786594177E+03    0.0000000000E+00
       193    0.6522000000E+00    0.6934518819E+00    0.3763008019E+03    0.0000000000E+00
       194    0.8822000000E+00    0.8844731007E+00    0.3978763811E+03    0.6250000000E-01
       195    0.6918000000E+00    0.7203440010E+00    0.3793488072E+03    0.0000000000E+00
       196    0.7253800000E+00    0.7712902549E+00    0.3851231551E+03    0.0000000000E+00
       197    0.7029000000E+00    0.6110243609E+00    0.3669583057E+03    0.0000000000E+00
       198    0.4040000000E+00    0.8748902865E+00    0.3968653850E+03    0.0000000000E+00
       199    0.8783000000E+00    0.7851991673E+00    0.3866996184E+03    0.0000000000E+00
       200    0.6780000000E+00    0.7427030546E+00    0.3818830260E+03    0.0000000000E+00
       201    0.6700000000E+00    0.7301168757E+00    0.3804564839E+03    0.0000000000E+00
       202    0.5740000000E+00    0.5740308360E+00    0.3626151098E+03    0.1250000000E+00
       203    0.8520000000E+00    0.7243331479E+00    0.3798009449E+03    0.0000000000E+00
       204    0.6300000000E+00    0.7225072874E+00    0.3795939983E+03    0.0000000000E+00
       205    0.9680000000E+00    0.8765409365E+00    0.3970524729E+03    0.0000000000E+00
       206    0.8100000000E+00    0.9733144138E+00    0.4080209678E+03    0.0000000000E+00
       207    0.9680000000E+00    0.8729620870E+00    0.3966468391E+03    0.0000000000E+00
       208    0.6440000000E+00    0.6919075199E+00    0.3761257609E+03    0.0000000000E+00
       209    0.8903000000E+00    0.8376149820E+00    0.3926405292E+03    0.0000000000E+00
       210    0.6854000000E+00    0.7282766480E+00    0.3802479089E+03    0.0000000000E+00
       211    0.5918000000E+00    0.6373524320E+00    0.3696418256E+03    0.2500000000E+00
       212    0.5867000000E+00    0.5892482185E+00    0.3644901552E+03    0.0000000000E+00
       213    0.8520000000E+00    0.8454026394E+00    0.3935231975E+03    0.0000000000E+00
       214    0.7973000000E+00    0.7547543990E+00    0.3832489489E+03    0.0000000000E+00
       215    0.7163000000E+00    0.6694915995E+00    0.3735850967E+03    0.0000000000E+00
       216    0.6255000000E+00    0.6109534366E+00    0.3669502670E+03    0.0000000000E+00
       217    0.8259700000E+00    0.8770487397E+00    0.3971100283E+03    0.0000000000E+00
       218    0.7924000000E+00    0.7678584965E+00    0.3847341929E+03    0.0000000000E+00
       219    0.5905000000E+00    0.6900786887E+00    0.3759184776E+03    0.0000000000E+00
       220    0.9080000000E+00    0.8877046510E+00    0.3983177901E+03    0.0000000000E+00
       221    0.1084000000E+01    0.9486405527E+00    0.4052243842E+03    0.0000000000E+00
       222    0.8440000000E+00    0.9781020382E+00    0.4085636065E+03    0.0000000000E+00
       223    0.8790000000E+00    0.9572266065E+00    0.4061975443E+03    0.0000000000E+00
       224    0.9280000000E+00    0.7623503410E+00    0.3841098878E+03    0.0000000000E+00
       225    0.6870000000E+00    0.6749295277E+00    0.3742014421E+03    0.0000000000E+00
       226    0.6950000000E+00    0.6877615485E+00    0.3759564035E+03   -0.2500000000E+00
       227    0.9470000000E+00    0.7785800199E+00    0.3859493913E+03    0.0000000000E+00
       228    0.7284000000E+00    0.6602019157E+00    0.3725321858E+03    0.0000000000E+00
       229    0.7299000000E+00    0.8103158909E+00    0.3895463969E+03    0.0000000000E+00
       230    0.5584000000E+00    0.6828439828E+00    0.3753990370E+03   -0.2500000000E+00
       231    0.5990000000E+00    0.6163692484E+00    0.3672635506E+03    0.2500000000E+00
       232    0.7309000000E+00    0.7197152052E+00    0.3794278158E+03   -0.1250000000E+00
       233    0.9433000000E+00    0.7521580117E+00    0.3829546693E+03    0.0000000000E+00
       234    0.1168300000E+01    0.9192606928E+00    0.4018944135E+03    0.0000000000E+00
       235    0.1073400000E+01    0.9165806940E+00    0.4015906572E+03    0.0000000000E+00
       236    0.9878000000E+00    0.9726257306E+00    0.4079429111E+03    0.0000000000E+00
       237    0.9946000000E+00    0.9803509989E+00    0.4088185081E+03    0.0000000000E+00
       238    0.7716000000E+00    0.8312988763E+00    0.3917743719E+03    0.1250000000E+00
       239    0.8094000000E+00    0.8674524104E+00    0.3960223616E+03    0.0000000000E+00
       240    0.6720000000E+00    0.6905091101E+00    0.3756667073E+03    0.2500000000E+00
       241    0.7689000000E+00    0.6773616668E+00    0.3744771055E+03    0.0000000000E+00
       242    0.5968000000E+00    0.7340062114E+00    0.3808973088E+03    0.0000000000E+00
       243    0.8150000000E+00    0.8064422361E+00    0.3891073493E+03    0.0000000000E+00
       244    0.8080000000E+00    0.8168890254E+00    0.3902914088E+03    0.0000000000E+00
       245    0.8630000000E+00    0.6628925310E+00    0.3722360352E+03    0.5000000000E+00
       246    0.8190000000E+00    0.8080394051E+00    0.3894386531E+03   -0.1250000000E+00
       247    0.9700000000E+00    0.8100259766E+00    0.3893632599E+03    0.1250000000E+00
       248    0.9590000000E+00    0.9318875390E+00    0.4033631343E+03   -0.3125000000E-01
       249    0.8230000000E+00    0.8034928401E+00    0.3887730590E+03    0.0000000000E+00
       250    0.6610000000E+00    0.6650911741E+00    0.3730863439E+03    0.0000000000E+00
       251    0.4699000000E+00    0.6588145000E+00    0.3723749334E+03    0.0000000000E+00
       252    0.5760000000E+00    0.6027843829E+00    0.3660243705E+03    0.0000000000E+00
       253    0.8495000000E+00    0.8097872764E+00    0.3894864827E+03    0.0000000000E+00
       254    0.6225000000E+00    0.7293226817E+00    0.3803664684E+03    0.0000000000E+00
       255    0.6220720000E+00    0.6670493590E+00    0.3733082884E+03    0.0000000000E+00
       256    0.1222000000E+01    0.8400874787E+00    0.3929207668E+03    0.0000000000E+00
       257    0.8379000000E+00    0.6918775716E+00    0.3761223665E+03    0.0000000000E+00
       258    0.7150000000E+00    0.8026304366E+00    0.3886753125E+03    0.0000000000E+00
       259    0.6700000000E+00    0.6548575839E+00    0.3719264488E+03    0.0000000000E+00
       260    0.8810000000E+00    0.7209049169E+00    0.3794123825E+03    0.0000000000E+00
       261    0.7990000000E+00    0.7223992391E+00    0.3795817519E+03    0.0000000000E+00
       262    0.5343000000E+00    0.6549497996E+00    0.3719369007E+03    0.0000000000E+00
       263    0.5805000000E+00    0.6556206137E+00    0.3714118219E+03    0.5000000000E+00
       264    0.5990000000E+00    0.6451097063E+00    0.3714227155E+03   -0.5000000000E+00
       265    0.7142900000E+00    0.7189412521E+00    0.3791898169E+03    0.0000000000E+00
       266    0.6987000000E+00    0.8037287775E+00    0.3887998006E+03    0.0000000000E+00
       267    0.2150000000E+00    0.6497234569E+00    0.3719456470E+03   -0.5000000000E+00
       268    0.4380000000E+00    0.6472619817E+00    0.3716666586E+03   -0.5000000000E+00
       269    0.7259000000E+00    0.6488528444E+00    0.3712458599E+03    0.0000000000E+00
       270    0.5200000000E+00    0.6377777451E+00    0.3705916967E+03   -0.5000000000E+00
       271    0.1248000000E+01    0.6529298326E+00    0.3717079537E+03    0.0000000000E+00
       272    0.5249000000E+00    0.5277493214E+00    0.3575197501E+03    0.0000000000E+00
       273    0.5408000000E+00    0.5304909373E+00    0.3578304902E+03    0.0000000000E+00
       274    0.7584000000E+00    0.7863623809E+00    0.3868314593E+03    0.0000000000E+00
       275    0.7584000000E+00    0.7745693981E+00    0.3854948196E+03    0.0000000000E+00
       276    0.6149000000E+00    0.6540609919E+00    0.3718361615E+03    0.0000000000E+00
       277    0.6327000000E+00    0.6787900620E+00    0.3746390026E+03    0.0000000000E+00
       278    0.8098000000E+00    0.6761409846E+00    0.3743387510E+03    0.0000000000E+00
       279    0.3570000000E+00    0.7584720736E+00    0.3836703174E+03    0.0000000000E+00
       280    0.7722000000E+00    0.6996011160E+00    0.3769977681E+03    0.0000000000E+00
       281    0.5850000000E+00    0.6505228042E+00    0.3714351364E+03    0.0000000000E+00
       282    0.5770000000E+00    0.6428323800E+00    0.3705634887E+03    0.0000000000E+00
       283    0.4970000000E+00    0.4887649119E+00    0.3531011810E+03    0.0000000000E+00
       284    0.7430000000E+00    0.6411621449E+00    0.3703741810E+03    0.0000000000E+00
       285    0.5530000000E+00    0.6438911750E+00    0.3703829395E+03    0.2500000000E+00
       286    0.8270000000E+00    0.7643427480E+00    0.3843357111E+03    0.0000000000E+00
       287    0.7010000000E+00    0.6877615485E+00    0.3759564035E+03   -0.2500000000E+00
       288    0.7800000000E+00    0.6683117654E+00    0.3734513720E+03    0.0000000000E+00
       289    0.9270000000E+00    0.8929994010E+00    0.3989179074E+03    0.0000000000E+00
       290    0.8117000000E+00    0.7302026118E+00    0.3804662014E+03    0.0000000000E+00
       291    0.7644000000E+00    0.8376216706E+00    0.3926412873E+03    0.0000000000E+00
       292    0.6465000000E+00    0.7171515671E+00    0.3789869705E+03    0.0000000000E+00
       293    0.7610000000E+00    0.7372270977E+00    0.3811120928E+03    0.1250000000E+00
       294    0.6736000000E+00    0.6576070636E+00    0.3722380802E+03    0.0000000000E+00
       295    0.7130000000E+00    0.6706726838E+00    0.3740195182E+03   -0.2500000000E+00
       296    0.9109000000E+00    0.8626196935E+00    0.3955497508E+03   -0.6250000000E-01
       297    0.7652000000E+00    0.7589952426E+00    0.3837296144E+03    0.0000000000E+00
       298    0.7170000000E+00    0.7675249077E+00    0.3846963833E+03    0.0000000000E+00
       299    0.6188000000E+00    0.6203982147E+00    0.3680207566E+03    0.0000000000E+00
       300    0.6454000000E+00    0.7749816329E+00    0.3855415431E+03    0.0000000000E+00
       301    0.7635500000E+00    0.6930835152E+00    0.3762590505E+03    0.0000000000E+00
       302    0.1027300000E+01    0.8957156617E+00    0.3992257737E+03    0.0000000000E+00
       303    0.7920000000E+00    0.9175315599E+00    0.4016984302E+03    0.0000000000E+00
       304    0.6750000000E+00    0.7783162693E+00    0.3859194973E+03    0.0000000000E+00
       305    0.6410000000E+00    0.6161893098E+00    0.3675437111E+03    0.0000000000E+00
       306    0.4580000000E+00    0.5035641924E+00    0.3523741196E+03    0.2000000000E+01
       307    0.5720000000E+00    0.5635623061E+00    0.3627810841E+03   -0.1000000000E+01
       308    0.7450000000E+00    0.6277132422E+00    0.3688498561E+03    0.0000000000E+00
       309    0.8770000000E+00    0.8089809545E+00    0.3893950926E+03    0.0000000000E+00
       310    0.8222000000E+00    0.9190023198E+00    0.4018651290E+03    0.0000000000E+00
       311    0.6623000000E+00    0.8756003140E+00    0.3969458609E+03    0.0000000000E+00
       312    0.7996000000E+00    0.8700506690E+00    0.3963168533E+03    0.0000000000E+00
       313    0.8130000000E+00    0.8037024829E+00    0.3888719591E+03   -0.6250000000E-01
       314    0.7367000000E+00    0.6150122805E+00    0.3674103043E+03    0.0000000000E+00
       315    0.9479000000E+00    0.8203029290E+00    0.3906783473E+03    0.0000000000E+00
       316    0.9213000000E+00    0.8946112022E+00    0.3991005921E+03    0.0000000000E+00
       317    0.7138000000E+00    0.6878948142E+00    0.3756709530E+03    0.0000000000E+00
       318    0.6326000000E+00    0.6863680256E+00    0.3751973487E+03    0.2500000000E+00
       319    0.7779000000E+00    0.8280147036E+00    0.3915524149E+03    0.0000000000E+00
       320    0.6384000000E+00    0.6602583723E+00    0.3725385847E+03    0.0000000000E+00
       321    0.8479000000E+00    0.7432721616E+00    0.3819475297E+03    0.0000000000E+00
       322    0.5051000000E+00    0.6419271644E+00    0.3704608898E+03    0.0000000000E+00
       323    0.6860000000E+00    0.6548180619E+00    0.3719219693E+03    0.0000000000E+00
